Unnamed: 0,Bill Number,First Name,Last Name,Party,State,Vote Cast,Name
343,H.R. 3935,Ron,Johnson,R,WI,Yea,Ron Johnson
344,H.R. 3935,Timothy,Kaine,D,VA,Nay,Timothy Kaine
345,H.R. 3935,Mark,Kelly,D,AZ,Yea,Mark Kelly
346,H.R. 3935,John,Kennedy,R,LA,Yea,John Kennedy
347,H.R. 3935,Angus,King,I,ME,Yea,Angus King
348,H.R. 3935,Amy,Klobuchar,D,MN,Yea,Amy Klobuchar
349,H.R. 3935,James,Lankford,R,OK,Yea,James Lankford
350,H.R. 3935,Mike,Lee,R,UT,Yea,Mike Lee
351,H.R. 3935,Ben,Lujan,D,NM,Yea,Ben Lujan
352,H.R. 3935,Cynthia,Lummis,R,WY,Yea,Cynthia Lummis
353,H.R. 3935,Joseph,Manchin,D,WV,Not Voting,Joseph Manchin
354,H.R. 3935,Edward,Markey,D,MA,Yea,Edward Markey
355,H.R. 3935,Roger,Marshall,R,KS,Yea,Roger Marshall
356,H.R. 3935,Mitch,McConnell,R,KY,Yea,Mitch McConnell
357,H.R. 3935,Robert,Menendez,D,NJ,Not Voting,Robert Menendez
358,H.R. 3935,Jeff,Merkley,D,OR,Yea,Jeff Merkley
359,H.R. 3935,Jerry,Moran,R,KS,Yea,Jerry Moran
360,H.R. 3935,Markwayne,Mullin,R,OK,Yea,Markwayne Mullin
361,H.R. 3935,Lisa,Murkowski,R,AK,Yea,Lisa Murkowski
362,H.R. 3935,Christopher,Murphy,D,CT,Yea,Christopher Murphy
363,H.R. 3935,Patty,Murray,D,WA,Yea,Patty Murray
364,H.R. 3935,Jon,Ossoff,D,GA,Yea,Jon Ossoff
365,H.R. 3935,Alex,Padilla,D,CA,Yea,Alex Padilla
366,H.R. 3935,Rand,Paul,R,KY,Yea,Rand Paul
367,H.R. 3935,Gary,Peters,D,MI,Yea,Gary Peters
368,H.R. 3935,John,Reed,D,RI,Yea,John Reed
369,H.R. 3935,Pete,Ricketts,R,NE,Yea,Pete Ricketts
370,H.R. 3935,James ,Risch,R,ID,Yea,James  Risch
371,H.R. 3935,Mitt,Romney,R,UT,Not Voting,Mitt Romney
372,H.R. 3935,Jacklyn,Rosen,D,NV,Yea,Jacklyn Rosen
373,H.R. 3935,Mike,Rounds,R,SD,Yea,Mike Rounds
374,H.R. 3935,Marco,Rubio,R,FL,Yea,Marco Rubio
375,H.R. 3935,Bernard,Sanders,I,VT,Yea,Bernard Sanders
376,H.R. 3935,Brian,Schatz,D,HI,Yea,Brian Schatz
377,H.R. 3935,Eric ,Schmitt,R,MO,Yea,Eric  Schmitt
378,H.R. 3935,Charles,Schumer,D,NY,Yea,Charles Schumer
379,H.R. 3935,Rick,Scott,R,FL,Yea,Rick Scott
380,H.R. 3935,Tim,Scott,R,SC,Yea,Tim Scott
381,H.R. 3935,Jeanne,Shaheen,D,NH,Yea,Jeanne Shaheen
382,H.R. 3935,Kyrsten,Sinema,I,AZ,Not Voting,Kyrsten Sinema
383,H.R. 3935,Tina,Smith,D,MN,Yea,Tina Smith
384,H.R. 3935,Debbie,Stabenow,D,MI,Yea,Debbie Stabenow
385,H.R. 3935,Dan,Sullivan,R,AK,Yea,Dan Sullivan
386,H.R. 3935,Jon,Tester,D,MT,Yea,Jon Tester
387,H.R. 3935,John,Thune,R,SD,Yea,John Thune
388,H.R. 3935,Thomas,Tillis,R,NC,Yea,Thomas Tillis
389,H.R. 3935,Tommy,Tuberville,R,AL,Yea,Tommy Tuberville
390,H.R. 3935,Chris,Van Hollen,D,MD,Nay,Chris Van Hollen
391,H.R. 3935,J.,Vance,R,OH,Yea,J. Vance
392,H.R. 3935,Mark,Warner,D,VA,Nay,Mark Warner
393,H.R. 3935,Raphael,Warnock,D,GA,Yea,Raphael Warnock
394,H.R. 3935,Elizabeth,Warren,D,MA,Yea,Elizabeth Warren
395,H.R. 3935,Peter,Welch,D,VT,Yea,Peter Welch
396,H.R. 3935,Sheldon,Whitehouse,D,RI,Yea,Sheldon Whitehouse
397,H.R. 3935,Roger,Wicker,R,MS,Yea,Roger Wicker
398,H.R. 3935,Ron,Wyden,D,OR,Yea,Ron Wyden
399,H.R. 3935,Todd,Young,R,IN,Yea,Todd Young
400,H.R. 3935,Tammy,Baldwin,D,WI,Yea,Tammy Baldwin
401,H.R. 3935,John,Barrasso,R,WY,Yea,John Barrasso
402,H.R. 3935,Michael,Bennet,D,CO,Yea,Michael Bennet
403,H.R. 3935,Marsha,Blackburn,R,TN,Yea,Marsha Blackburn
404,H.R. 3935,Richard,Blumenthal,D,CT,Yea,Richard Blumenthal
405,H.R. 3935,Cory,Booker,D,NJ,Yea,Cory Booker
406,H.R. 3935,John,Boozman,R,AR,Yea,John Boozman
407,H.R. 3935,Mike,Braun,R,IN,Not Voting,Mike Braun
408,H.R. 3935,Katie,Britt,R,AL,Yea,Katie Britt
409,H.R. 3935,Sherrod ,Brown,D,OH,Yea,Sherrod  Brown
410,H.R. 3935,Ted,Budd,R,NC,Yea,Ted Budd
411,H.R. 3935,Laphonza,Butler,D,CA,Yea,Laphonza Butler
412,H.R. 3935,Maria,Cantwell,D,WA,Yea,Maria Cantwell
413,H.R. 3935,Shelley,Capito,R,WV,Yea,Shelley Capito
414,H.R. 3935,Ben,Cardin,D,MD,Nay,Ben Cardin
415,H.R. 3935,Thomas,Carper,D,DE,Yea,Thomas Carper
416,H.R. 3935,Bob,Casey,D,PA,Yea,Bob Casey
417,H.R. 3935,Bill,Cassidy,R,LA,Nay,Bill Cassidy
418,H.R. 3935,Susan,Collins,R,ME,Yea,Susan Collins
419,H.R. 3935,Christopher,Coons,D,DE,Yea,Christopher Coons
420,H.R. 3935,John,Cornyn,R,TX,Yea,John Cornyn
421,H.R. 3935,Catherine,Cortez Masto,D,NV,Yea,Catherine Cortez Masto
422,H.R. 3935,Tom,Cotton,R,AR,Yea,Tom Cotton
423,H.R. 3935,Kevin,Cramer,R,ND,Yea,Kevin Cramer
424,H.R. 3935,Mike,Crapo,R,ID,Yea,Mike Crapo
425,H.R. 3935,Ted,Cruz,R,TX,Yea,Ted Cruz
426,H.R. 3935,Steve,Daines,R,MT,Nay,Steve Daines
427,H.R. 3935,Tammy,Duckworth,D,IL,Yea,Tammy Duckworth
428,H.R. 3935,Richard,Durbin,D,IL,Yea,Richard Durbin
429,H.R. 3935,Joni,Ernst,R,IA,Nay,Joni Ernst
430,H.R. 3935,John,Fetterman,D,PA,Yea,John Fetterman
431,H.R. 3935,Deb,Fischer,R,NE,Yea,Deb Fischer
432,H.R. 3935,Kirsten,Gillibrand,D,NY,Yea,Kirsten Gillibrand
433,H.R. 3935,Lindsey,Graham,R,SC,Yea,Lindsey Graham
434,H.R. 3935,Chuck,Grassley,R,IA,Yea,Chuck Grassley
435,H.R. 3935,Bill,Hagerty,R,TN,Yea,Bill Hagerty
436,H.R. 3935,Maggie,Hassan,D,NH,Yea,Maggie Hassan
437,H.R. 3935,Josh,Hawley,R,MO,Nay,Josh Hawley
438,H.R. 3935,Martin,Heinrich,D,NM,Yea,Martin Heinrich
439,H.R. 3935,John,Hickenlooper,D,CO,Yea,John Hickenlooper
440,H.R. 3935,Mazie,Hirono,D,HI,Yea,Mazie Hirono
441,H.R. 3935,John,Hoeven,R,ND,Yea,John Hoeven
442,H.R. 3935,Cindy,Hyde-Smith,R,MS,Yea,Cindy Hyde-Smith
443,H.R. 3935,Ron,Johnson,R,WI,Nay,Ron Johnson
444,H.R. 3935,Timothy,Kaine,D,VA,Nay,Timothy Kaine
445,H.R. 3935,Mark,Kelly,D,AZ,Yea,Mark Kelly
446,H.R. 3935,John,Kennedy,R,LA,Yea,John Kennedy
447,H.R. 3935,Angus,King,I,ME,Yea,Angus King
448,H.R. 3935,Amy,Klobuchar,D,MN,Yea,Amy Klobuchar
449,H.R. 3935,James,Lankford,R,OK,Yea,James Lankford
450,H.R. 3935,Mike,Lee,R,UT,Nay,Mike Lee
451,H.R. 3935,Ben,Lujan,D,NM,Yea,Ben Lujan
452,H.R. 3935,Cynthia,Lummis,R,WY,Yea,Cynthia Lummis
453,H.R. 3935,Joseph,Manchin,D,WV,Yea,Joseph Manchin
454,H.R. 3935,Edward,Markey,D,MA,Yea,Edward Markey
455,H.R. 3935,Roger,Marshall,R,KS,Yea,Roger Marshall
456,H.R. 3935,Mitch,McConnell,R,KY,Yea,Mitch McConnell
457,H.R. 3935,Robert,Menendez,D,NJ,Yea,Robert Menendez
458,H.R. 3935,Jeff,Merkley,D,OR,Nay,Jeff Merkley
459,H.R. 3935,Jerry,Moran,R,KS,Yea,Jerry Moran
460,H.R. 3935,Markwayne,Mullin,R,OK,Yea,Markwayne Mullin
461,H.R. 3935,Lisa,Murkowski,R,AK,Yea,Lisa Murkowski
462,H.R. 3935,Christopher,Murphy,D,CT,Yea,Christopher Murphy
463,H.R. 3935,Patty,Murray,D,WA,Yea,Patty Murray
464,H.R. 3935,Jon,Ossoff,D,GA,Yea,Jon Ossoff
465,H.R. 3935,Alex,Padilla,D,CA,Yea,Alex Padilla
466,H.R. 3935,Rand,Paul,R,KY,Yea,Rand Paul
467,H.R. 3935,Gary,Peters,D,MI,Yea,Gary Peters
468,H.R. 3935,John,Reed,D,RI,Yea,John Reed
469,H.R. 3935,Pete,Ricketts,R,NE,Yea,Pete Ricketts
470,H.R. 3935,James ,Risch,R,ID,Yea,James  Risch
471,H.R. 3935,Mitt,Romney,R,UT,Yea,Mitt Romney
472,H.R. 3935,Jacklyn,Rosen,D,NV,Yea,Jacklyn Rosen
473,H.R. 3935,Mike,Rounds,R,SD,Yea,Mike Rounds
474,H.R. 3935,Marco,Rubio,R,FL,Yea,Marco Rubio
475,H.R. 3935,Bernard,Sanders,I,VT,Yea,Bernard Sanders
476,H.R. 3935,Brian,Schatz,D,HI,Yea,Brian Schatz
477,H.R. 3935,Eric ,Schmitt,R,MO,Nay,Eric  Schmitt
478,H.R. 3935,Charles,Schumer,D,NY,Yea,Charles Schumer
479,H.R. 3935,Rick,Scott,R,FL,Not Voting,Rick Scott
480,H.R. 3935,Tim,Scott,R,SC,Yea,Tim Scott
481,H.R. 3935,Jeanne,Shaheen,D,NH,Yea,Jeanne Shaheen
482,H.R. 3935,Kyrsten,Sinema,I,AZ,Not Voting,Kyrsten Sinema
483,H.R. 3935,Tina,Smith,D,MN,Yea,Tina Smith
484,H.R. 3935,Debbie,Stabenow,D,MI,Yea,Debbie Stabenow
485,H.R. 3935,Dan,Sullivan,R,AK,Yea,Dan Sullivan
486,H.R. 3935,Jon,Tester,D,MT,Yea,Jon Tester
487,H.R. 3935,John,Thune,R,SD,Yea,John Thune
488,H.R. 3935,Thomas,Tillis,R,NC,Yea,Thomas Tillis
489,H.R. 3935,Tommy,Tuberville,R,AL,Yea,Tommy Tuberville
490,H.R. 3935,Chris,Van Hollen,D,MD,Nay,Chris Van Hollen
491,H.R. 3935,J.,Vance,R,OH,Nay,J. Vance
492,H.R. 3935,Mark,Warner,D,VA,Nay,Mark Warner
493,H.R. 3935,Raphael,Warnock,D,GA,Yea,Raphael Warnock
494,H.R. 3935,Elizabeth,Warren,D,MA,Yea,Elizabeth Warren
495,H.R. 3935,Peter,Welch,D,VT,Yea,Peter Welch
496,H.R. 3935,Sheldon,Whitehouse,D,RI,Yea,Sheldon Whitehouse
497,H.R. 3935,Roger,Wicker,R,MS,Yea,Roger Wicker
498,H.R. 3935,Ron,Wyden,D,OR,Yea,Ron Wyden
499,H.R. 3935,Todd,Young,R,IN,Yea,Todd Young
500,H.R. 3935,Tammy,Baldwin,D,WI,Nay,Tammy Baldwin
501,H.R. 3935,John,Barrasso,R,WY,Nay,John Barrasso
502,H.R. 3935,Michael,Bennet,D,CO,Nay,Michael Bennet
503,H.R. 3935,Marsha,Blackburn,R,TN,Nay,Marsha Blackburn
504,H.R. 3935,Richard,Blumenthal,D,CT,Nay,Richard Blumenthal
505,H.R. 3935,Cory,Booker,D,NJ,Nay,Cory Booker
506,H.R. 3935,John,Boozman,R,AR,Nay,John Boozman
507,H.R. 3935,Mike,Braun,R,IN,Not Voting,Mike Braun
508,H.R. 3935,Katie,Britt,R,AL,Nay,Katie Britt
509,H.R. 3935,Sherrod ,Brown,D,OH,Nay,Sherrod  Brown
510,H.R. 3935,Ted,Budd,R,NC,Nay,Ted Budd
511,H.R. 3935,Laphonza,Butler,D,CA,Nay,Laphonza Butler
512,H.R. 3935,Maria,Cantwell,D,WA,Nay,Maria Cantwell
513,H.R. 3935,Shelley,Capito,R,WV,Nay,Shelley Capito
514,H.R. 3935,Ben,Cardin,D,MD,Nay,Ben Cardin
515,H.R. 3935,Thomas,Carper,D,DE,Nay,Thomas Carper
516,H.R. 3935,Bob,Casey,D,PA,Nay,Bob Casey
517,H.R. 3935,Bill,Cassidy,R,LA,Yea,Bill Cassidy
518,H.R. 3935,Susan,Collins,R,ME,Nay,Susan Collins
519,H.R. 3935,Christopher,Coons,D,DE,Nay,Christopher Coons
520,H.R. 3935,John,Cornyn,R,TX,Yea,John Cornyn
521,H.R. 3935,Catherine,Cortez Masto,D,NV,Nay,Catherine Cortez Masto
522,H.R. 3935,Tom,Cotton,R,AR,Nay,Tom Cotton
523,H.R. 3935,Kevin,Cramer,R,ND,Nay,Kevin Cramer
524,H.R. 3935,Mike,Crapo,R,ID,Nay,Mike Crapo
525,H.R. 3935,Ted,Cruz,R,TX,Nay,Ted Cruz
526,H.R. 3935,Steve,Daines,R,MT,Nay,Steve Daines
527,H.R. 3935,Tammy,Duckworth,D,IL,Nay,Tammy Duckworth
528,H.R. 3935,Richard,Durbin,D,IL,Nay,Richard Durbin
529,H.R. 3935,Joni,Ernst,R,IA,Yea,Joni Ernst
530,H.R. 3935,John,Fetterman,D,PA,Nay,John Fetterman
531,H.R. 3935,Deb,Fischer,R,NE,Nay,Deb Fischer
532,H.R. 3935,Kirsten,Gillibrand,D,NY,Nay,Kirsten Gillibrand
533,H.R. 3935,Lindsey,Graham,R,SC,Nay,Lindsey Graham
534,H.R. 3935,Chuck,Grassley,R,IA,Nay,Chuck Grassley
535,H.R. 3935,Bill,Hagerty,R,TN,Nay,Bill Hagerty
536,H.R. 3935,Maggie,Hassan,D,NH,Nay,Maggie Hassan
537,H.R. 3935,Josh,Hawley,R,MO,Yea,Josh Hawley
538,H.R. 3935,Martin,Heinrich,D,NM,Nay,Martin Heinrich
539,H.R. 3935,John,Hickenlooper,D,CO,Nay,John Hickenlooper
540,H.R. 3935,Mazie,Hirono,D,HI,Nay,Mazie Hirono
541,H.R. 3935,John,Hoeven,R,ND,Nay,John Hoeven
542,H.R. 3935,Cindy,Hyde-Smith,R,MS,Nay,Cindy Hyde-Smith
543,H.R. 3935,Ron,Johnson,R,WI,Yea,Ron Johnson
544,H.R. 3935,Timothy,Kaine,D,VA,Nay,Timothy Kaine
545,H.R. 3935,Mark,Kelly,D,AZ,Nay,Mark Kelly
546,H.R. 3935,John,Kennedy,R,LA,Yea,John Kennedy
547,H.R. 3935,Angus,King,I,ME,Nay,Angus King
548,H.R. 3935,Amy,Klobuchar,D,MN,Nay,Amy Klobuchar
549,H.R. 3935,James,Lankford,R,OK,Nay,James Lankford
550,H.R. 3935,Mike,Lee,R,UT,Yea,Mike Lee
551,H.R. 3935,Ben,Lujan,D,NM,Nay,Ben Lujan
552,H.R. 3935,Cynthia,Lummis,R,WY,Nay,Cynthia Lummis
553,H.R. 3935,Joseph,Manchin,D,WV,Nay,Joseph Manchin
554,H.R. 3935,Edward,Markey,D,MA,Nay,Edward Markey
555,H.R. 3935,Roger,Marshall,R,KS,Yea,Roger Marshall
556,H.R. 3935,Mitch,McConnell,R,KY,Nay,Mitch McConnell
557,H.R. 3935,Robert,Menendez,D,NJ,Nay,Robert Menendez
558,H.R. 3935,Jeff,Merkley,D,OR,Nay,Jeff Merkley
559,H.R. 3935,Jerry,Moran,R,KS,Nay,Jerry Moran
560,H.R. 3935,Markwayne,Mullin,R,OK,Nay,Markwayne Mullin
561,H.R. 3935,Lisa,Murkowski,R,AK,Nay,Lisa Murkowski
562,H.R. 3935,Christopher,Murphy,D,CT,Nay,Christopher Murphy
563,H.R. 3935,Patty,Murray,D,WA,Nay,Patty Murray
564,H.R. 3935,Jon,Ossoff,D,GA,Nay,Jon Ossoff
565,H.R. 3935,Alex,Padilla,D,CA,Nay,Alex Padilla
566,H.R. 3935,Rand,Paul,R,KY,Nay,Rand Paul
567,H.R. 3935,Gary,Peters,D,MI,Nay,Gary Peters
568,H.R. 3935,John,Reed,D,RI,Nay,John Reed
569,H.R. 3935,Pete,Ricketts,R,NE,Nay,Pete Ricketts
570,H.R. 3935,James ,Risch,R,ID,Nay,James  Risch
571,H.R. 3935,Mitt,Romney,R,UT,Nay,Mitt Romney
572,H.R. 3935,Jacklyn,Rosen,D,NV,Nay,Jacklyn Rosen
573,H.R. 3935,Mike,Rounds,R,SD,Nay,Mike Rounds
574,H.R. 3935,Marco,Rubio,R,FL,Nay,Marco Rubio
575,H.R. 3935,Bernard,Sanders,I,VT,Nay,Bernard Sanders
576,H.R. 3935,Brian,Schatz,D,HI,Nay,Brian Schatz
577,H.R. 3935,Eric ,Schmitt,R,MO,Yea,Eric  Schmitt
578,H.R. 3935,Charles,Schumer,D,NY,Nay,Charles Schumer
579,H.R. 3935,Rick,Scott,R,FL,Yea,Rick Scott
580,H.R. 3935,Tim,Scott,R,SC,Nay,Tim Scott
581,H.R. 3935,Jeanne,Shaheen,D,NH,Nay,Jeanne Shaheen
582,H.R. 3935,Kyrsten,Sinema,I,AZ,Not Voting,Kyrsten Sinema
583,H.R. 3935,Tina,Smith,D,MN,Nay,Tina Smith
584,H.R. 3935,Debbie,Stabenow,D,MI,Nay,Debbie Stabenow
585,H.R. 3935,Dan,Sullivan,R,AK,Yea,Dan Sullivan
586,H.R. 3935,Jon,Tester,D,MT,Nay,Jon Tester
587,H.R. 3935,John,Thune,R,SD,Nay,John Thune
588,H.R. 3935,Thomas,Tillis,R,NC,Nay,Thomas Tillis
589,H.R. 3935,Tommy,Tuberville,R,AL,Not Voting,Tommy Tuberville
590,H.R. 3935,Chris,Van Hollen,D,MD,Nay,Chris Van Hollen
591,H.R. 3935,J.,Vance,R,OH,Yea,J. Vance
592,H.R. 3935,Mark,Warner,D,VA,Nay,Mark Warner
593,H.R. 3935,Raphael,Warnock,D,GA,Nay,Raphael Warnock
594,H.R. 3935,Elizabeth,Warren,D,MA,Nay,Elizabeth Warren
595,H.R. 3935,Peter,Welch,D,VT,Nay,Peter Welch
596,H.R. 3935,Sheldon,Whitehouse,D,RI,Nay,Sheldon Whitehouse
597,H.R. 3935,Roger,Wicker,R,MS,Nay,Roger Wicker
598,H.R. 3935,Ron,Wyden,D,OR,Nay,Ron Wyden
599,H.R. 3935,Todd,Young,R,IN,Nay,Todd Young
600,H.R. 3935,Tammy,Baldwin,D,WI,Yea,Tammy Baldwin
601,H.R. 3935,John,Barrasso,R,WY,Yea,John Barrasso
602,H.R. 3935,Michael,Bennet,D,CO,Yea,Michael Bennet
603,H.R. 3935,Marsha,Blackburn,R,TN,Yea,Marsha Blackburn
604,H.R. 3935,Richard,Blumenthal,D,CT,Yea,Richard Blumenthal
605,H.R. 3935,Cory,Booker,D,NJ,Not Voting,Cory Booker
606,H.R. 3935,John,Boozman,R,AR,Yea,John Boozman
607,H.R. 3935,Mike,Braun,R,IN,Yea,Mike Braun
608,H.R. 3935,Katie,Britt,R,AL,Yea,Katie Britt
609,H.R. 3935,Sherrod ,Brown,D,OH,Yea,Sherrod  Brown
610,H.R. 3935,Ted,Budd,R,NC,Yea,Ted Budd
611,H.R. 3935,Laphonza,Butler,D,CA,Yea,Laphonza Butler
612,H.R. 3935,Maria,Cantwell,D,WA,Yea,Maria Cantwell
613,H.R. 3935,Shelley,Capito,R,WV,Yea,Shelley Capito
614,H.R. 3935,Ben,Cardin,D,MD,Nay,Ben Cardin
615,H.R. 3935,Thomas,Carper,D,DE,Yea,Thomas Carper
616,H.R. 3935,Bob,Casey,D,PA,Yea,Bob Casey
617,H.R. 3935,Bill,Cassidy,R,LA,Nay,Bill Cassidy
618,H.R. 3935,Susan,Collins,R,ME,Yea,Susan Collins
619,H.R. 3935,Christopher,Coons,D,DE,Yea,Christopher Coons
620,H.R. 3935,John,Cornyn,R,TX,Yea,John Cornyn
621,H.R. 3935,Catherine,Cortez Masto,D,NV,Yea,Catherine Cortez Masto
622,H.R. 3935,Tom,Cotton,R,AR,Yea,Tom Cotton
623,H.R. 3935,Kevin,Cramer,R,ND,Not Voting,Kevin Cramer
624,H.R. 3935,Mike,Crapo,R,ID,Yea,Mike Crapo
625,H.R. 3935,Ted,Cruz,R,TX,Yea,Ted Cruz
626,H.R. 3935,Steve,Daines,R,MT,Yea,Steve Daines
627,H.R. 3935,Tammy,Duckworth,D,IL,Yea,Tammy Duckworth
628,H.R. 3935,Richard,Durbin,D,IL,Yea,Richard Durbin
629,H.R. 3935,Joni,Ernst,R,IA,Yea,Joni Ernst
630,H.R. 3935,John,Fetterman,D,PA,Yea,John Fetterman
631,H.R. 3935,Deb,Fischer,R,NE,Yea,Deb Fischer
632,H.R. 3935,Kirsten,Gillibrand,D,NY,Yea,Kirsten Gillibrand
633,H.R. 3935,Lindsey,Graham,R,SC,Yea,Lindsey Graham
634,H.R. 3935,Chuck,Grassley,R,IA,Yea,Chuck Grassley
635,H.R. 3935,Bill,Hagerty,R,TN,Yea,Bill Hagerty
636,H.R. 3935,Maggie,Hassan,D,NH,Yea,Maggie Hassan
637,H.R. 3935,Josh,Hawley,R,MO,Nay,Josh Hawley
638,H.R. 3935,Martin,Heinrich,D,NM,Yea,Martin Heinrich
639,H.R. 3935,John,Hickenlooper,D,CO,Yea,John Hickenlooper
640,H.R. 3935,Mazie,Hirono,D,HI,Yea,Mazie Hirono
641,H.R. 3935,John,Hoeven,R,ND,Yea,John Hoeven
642,H.R. 3935,Cindy,Hyde-Smith,R,MS,Yea,Cindy Hyde-Smith
643,H.R. 3935,Ron,Johnson,R,WI,Not Voting,Ron Johnson
644,H.R. 3935,Timothy,Kaine,D,VA,Nay,Timothy Kaine
645,H.R. 3935,Mark,Kelly,D,AZ,Not Voting,Mark Kelly
646,H.R. 3935,John,Kennedy,R,LA,Nay,John Kennedy
647,H.R. 3935,Angus,King,I,ME,Yea,Angus King
648,H.R. 3935,Amy,Klobuchar,D,MN,Yea,Amy Klobuchar
649,H.R. 3935,James,Lankford,R,OK,Yea,James Lankford
650,H.R. 3935,Mike,Lee,R,UT,Nay,Mike Lee
651,H.R. 3935,Ben,Lujan,D,NM,Yea,Ben Lujan
652,H.R. 3935,Cynthia,Lummis,R,WY,Yea,Cynthia Lummis
653,H.R. 3935,Joseph,Manchin,D,WV,Yea,Joseph Manchin
654,H.R. 3935,Edward,Markey,D,MA,Yea,Edward Markey
655,H.R. 3935,Roger,Marshall,R,KS,Yea,Roger Marshall
656,H.R. 3935,Mitch,McConnell,R,KY,Yea,Mitch McConnell
657,H.R. 3935,Robert,Menendez,D,NJ,Not Voting,Robert Menendez
658,H.R. 3935,Jeff,Merkley,D,OR,Yea,Jeff Merkley
659,H.R. 3935,Jerry,Moran,R,KS,Yea,Jerry Moran
660,H.R. 3935,Markwayne,Mullin,R,OK,Yea,Markwayne Mullin
661,H.R. 3935,Lisa,Murkowski,R,AK,Yea,Lisa Murkowski
662,H.R. 3935,Christopher,Murphy,D,CT,Yea,Christopher Murphy
663,H.R. 3935,Patty,Murray,D,WA,Yea,Patty Murray
664,H.R. 3935,Jon,Ossoff,D,GA,Yea,Jon Ossoff
665,H.R. 3935,Alex,Padilla,D,CA,Yea,Alex Padilla
666,H.R. 3935,Rand,Paul,R,KY,Yea,Rand Paul
667,H.R. 3935,Gary,Peters,D,MI,Yea,Gary Peters
668,H.R. 3935,John,Reed,D,RI,Yea,John Reed
